price,location,type,bedrooms,bathrooms,area,parking
$ 295.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,,45 m²,
$ 2.184.000.000,"Nueva Zelandia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Nueva Zelandia,,,56 m²,
$ 590.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,3 baños,156 m²,Parqueadero
$ 880.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,3 baños,185 m²,Parqueadero
$ 1.200.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,109 m²,Parqueadero
$ 12.530.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Retiro,,2 baños,174 m²,
$ 395.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Suba,1 habitación,1 baño,46 m²,Parqueadero
$ 915.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,108 m²,Parqueadero
$ 379.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,2 habitaciones,2 baños,67 m²,
$ 1.950.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,4 baños,283 m²,Parqueadero
$ 1.750.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,4 habitaciones,5 baños,356 m²,
$ 720.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,3 baños,130 m²,Parqueadero
$ 135.000.000,"Galerias, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Galerias,1 habitación,1 baño,,
$ 1.587.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,104 m²,
$ 370.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Aranda,3 habitaciones,2 baños,87 m²,
$ 940.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,3 baños,135 m²,Parqueadero
$ 3.300.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,4 habitaciones,4 baños,322 m²,
$ 210.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,,24 m²,
$ 641.452.928,"Usme, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Usme,,,1 m²,
$ 3.500.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Quinta Camacho,,6 baños,659 m²,
$ 2.700.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,3 baños,293 m²,
$ 1.350.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,2 baños,158 m²,
$ 1.900.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,5 baños,281 m²,
$ 200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,1 baño,50 m²,
$ 11.000.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Retiro,,,172 m²,
$ 1.100.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,4 baños,,
$ 1.067.002.880,"Modelia, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Oficina en Venta en Modelia,,1 baño,123 m²,
$ 3.500.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Quinta Camacho,,6 baños,659 m²,
$ 2.700.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,3 baños,293 m²,
$ 1.350.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,2 baños,158 m²,
$ 1.900.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,5 baños,281 m²,
$ 200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,1 baño,50 m²,
$ 11.000.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Retiro,,,172 m²,
$ 1.100.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,4 baños,,
$ 1.067.002.880,"Modelia, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Oficina en Venta en Modelia,,1 baño,123 m²,
$ 1.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,3 baños,137 m²,
$ 1.300.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,3 baños,200 m²,
$ 785.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,3 baños,90 m²,
$ 950.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,4 baños,150 m²,
$ 1.400.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,4 habitaciones,5 baños,220 m²,
$ 40.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,,,14 m²,
$ 1.600.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,"3,5 baños",167 m²,
$ 320.000.000,"Marly, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Marly,,2 baños,46 m²,
$ 1.000.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Puente Aranda,,3 baños,143 m²,
$ 2.500.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,5 baños,413 m²,Parqueadero
$ 1.500.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,3 baños,230 m²,
$ 750.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,82 m²,Parqueadero
$ 1.600.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,2 habitaciones,2 baños,122 m²,
$ 2.995.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,4 habitaciones,4 baños,245 m²,
$ 1.400.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,4 baños,368 m²,Parqueadero
$ 3.800.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,7 baños,850 m²,
$ 1.250.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,14 habitaciones,6 baños,321 m²,Parqueadero
$ 390.000.000,"Barrancas, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrancas,,,42 m²,Parqueadero
$ 1.780.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,3 baños,204 m²,
$ 520.000.000,"Marly, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Marly,3 habitaciones,2 baños,100 m²,Parqueadero
$ 729.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,2 baños,75 m²,
$ 1.450.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,5 habitaciones,7 baños,172 m²,Parqueadero
$ 550.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,74 m²,
$ 1.805.313.201,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,148 m²,
$ 1.650.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,6 habitaciones,5 baños,1.300 m²,Parqueadero
$ 240.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,40 m²,
$ 2.950.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,6 habitaciones,"5,5 baños",330 m²,Parqueadero
$ 2.250.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,238 m²,
$ 1.600.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Bella Suiza,1 habitación,1 baño,130 m²,
$ 300.000.000,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero Central,3 habitaciones,"1,5 baños",68 m²,
$ 650.000.000,"La Uribe, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Uribe,3 habitaciones,2 baños,103 m²,
$ 2.950.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,400 m²,
$ 1.800.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Colinas De Suba,4 habitaciones,5 baños,330 m²,Parqueadero
$ 525.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,1 habitación,2 baños,43 m²,Parqueadero
$ 1.600.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,5 baños,209 m²,Parqueadero
$ 630.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,3 habitaciones,2 baños,81 m²,Parqueadero
$ 2.300.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,430 m²,
$ 4.500.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,4 habitaciones,5 baños,364 m²,
$ 2.000.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,2 baños,317 m²,
$ 2.500.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,3 baños,248 m²,Parqueadero
$ 1.150.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,4 baños,167 m²,
$ 3.000.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Candelaria,4 habitaciones,5 baños,251 m²,
$ 1.250.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,2 habitaciones,4 baños,167 m²,Parqueadero
$ 1.450.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,4 baños,196 m²,Parqueadero
$ 3.200.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,5 habitaciones,"5,5 baños",518 m²,Parqueadero
$ 1.300.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Retiro,,,131 m²,Parqueadero
$ 760.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,2 habitaciones,2 baños,79 m²,
$ 320.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Fe,1 habitación,1 baño,30 m²,Parqueadero
$ 3.990.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,4 habitaciones,5 baños,317 m²,
$ 1.100.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,2 habitaciones,3 baños,113 m²,
$ 3.000.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,5 habitaciones,4 baños,393 m²,
$ 1.050.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,140 m²,Parqueadero
$ 1.050.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,5 baños,237 m²,
$ 5.300.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Local comercial en Venta en Santa Barbara,,,1.194 m²,Parqueadero
$ 420.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,3 habitaciones,2 baños,76 m²,Parqueadero
$ 300.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,1 baño,35 m²,
$ 155.000.000,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en San Cristobal,,1 baño,25 m²,
$ 1.055.886.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Local comercial en Venta en Usaquén,,2 baños,314 m²,
$ 1.300.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,6 habitaciones,4 baños,,Parqueadero
$ 7.560.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Chapinero,4 habitaciones,6 baños,520 m²,
$ 990.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,10 habitaciones,3 baños,108 m²,
$ 990.000.000,"Pontevedra , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Pontevedra,4 habitaciones,3 baños,,Parqueadero
$ 3.750.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,4 habitaciones,5 baños,475 m²,
$ 318.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,4 habitaciones,3 baños,138 m²,
$ 310.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en La Calleja,,1 baño,24 m²,
$ 2.000.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,5 baños,800 m²,Parqueadero
$ 1.650.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,3 baños,236 m²,
$ 700.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,2 habitaciones,3 baños,,Parqueadero
$ 1.247.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,4 baños,,Parqueadero
$ 1.245.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,4 baños,,Parqueadero
$ 230.000.000,"Las Orquideas, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Las Orquideas,2 habitaciones,1 baño,50 m²,
$ 800.000.000,"Puente Largo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Largo,4 habitaciones,3 baños,,Parqueadero
$ 870.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,4 baños,191 m²,
$ 189.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Aranda,1 habitación,1 baño,,
$ 515.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,3 baños,,Parqueadero
$ 467.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,2 baños,,Parqueadero
$ 358.700.000,"Britalia Norte, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Britalia Norte,3 habitaciones,2 baños,,Parqueadero
$ 540.000.000,"Normandia, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Normandia,2 habitaciones,2 baños,,Parqueadero
$ 684.000.000,"Cantagallo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cantagallo,3 habitaciones,3 baños,,Parqueadero
$ 619.276.549,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Niza,,,64 m²,
$ 1.590.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,3 habitaciones,4 baños,203 m²,Parqueadero
$ 1.460.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,3 baños,193 m²,
$ 490.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,68 m²,Parqueadero
$ 450.000.000,"Usme, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usme,5 habitaciones,5 baños,85 m²,Parqueadero
$ 230.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,,
$ 229.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,2 baños,,
$ 237.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 236.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 200.000.000,"Nueva Castilla, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Castilla,1 habitación,1 baño,,
$ 780.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,4 baños,195 m²,Parqueadero
$ 4.240.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,725 m²,
$ 10.300.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,1 habitación,1 baño,860 m²,Parqueadero
$ 350.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,2 baños,56 m²,
$ 1.800.000.000,"Alhambra, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Alhambra,1 habitación,2 baños,250 m²,Parqueadero
$ 1.300.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Santa Barbara,3 habitaciones,"3,5 baños",272 m²,Parqueadero
$ 210.000.000,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero Central,,1 baño,51 m²,
$ 180.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,26 m²,
$ 1.750.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,2 baños,212 m²,
$ 250.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,32 m²,
$ 760.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nicolas De Federman,3 habitaciones,2 baños,134 m²,Parqueadero
$ 650.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,4 habitaciones,4 baños,123 m²,Parqueadero
$ 850.000.000,"Barrancas, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrancas,1 habitación,,,
$ 1.300.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,4 baños,,Parqueadero
$ 285.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,2 baños,43 m²,
$ 880.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"3,5 baños",133 m²,Parqueadero
$ 1.370.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,3 habitaciones,5 baños,180 m²,Parqueadero
$ 1.100.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,3 baños,185 m²,Parqueadero
$ 217.500.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,1 habitación,1 baño,,
$ 225.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,,
$ 267.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,,
$ 236.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 192.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,,
$ 217.500.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,1 habitación,1 baño,,
$ 225.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,,
$ 267.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,,
$ 236.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 192.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,,
$ 1.100.000.000,"Los Lagartos, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Los Lagartos,4 habitaciones,"3,5 baños",250 m²,Parqueadero
$ 430.000.000,"Chapinero Alto, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero Alto,2 habitaciones,"2,5 baños",74 m²,
$ 825.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,158 m²,
$ 1.765.000.000,"Modelia, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Modelia,5 habitaciones,7 baños,321 m²,Parqueadero
$ 4.000.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,550 m²,Parqueadero
$ 3.200.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,550 m²,Parqueadero
$ 1.100.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,2 habitaciones,3 baños,87 m²,Parqueadero
$ 3.280.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Niza,3 habitaciones,4 baños,450 m²,Parqueadero
$ 650.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"3,5 baños",155 m²,Parqueadero
$ 250.000.000,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero Central,1 habitación,1 baño,24 m²,
$ 1.900.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,2 habitaciones,2 baños,212 m²,
$ 2.100.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,4 baños,300 m²,Parqueadero
$ 1.900.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,4 baños,240 m²,Parqueadero
$ 790.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,90 m²,Parqueadero
$ 1.200.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,"3,5 baños",183 m²,
$ 2.700.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,5 baños,1.820 m²,Parqueadero
$ 520.000.000,"Puente Largo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Largo,3 habitaciones,3 baños,107 m²,Parqueadero
$ 1.500.000.000,"Palermo, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Palermo,14 habitaciones,6 baños,400 m²,
$ 4.700.000.000,"Prado Veraniego, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Prado Veraniego,4 habitaciones,"6,5 baños",640 m²,Parqueadero
$ 1.990.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,"4,5 baños",,
