location,type,bedrooms,bathrooms,parking,log_area,log_price
Kennedy,Casa,10,4.0,1,5.438079308923196,19.96824325266838
Engativa,Casa,10,4.0,1,6.182084906716632,20.337603356134426
Kennedy,Casa,6,4.0,0,5.768320995793772,20.650695144111577
Puente Aranda,Casa,6,5.0,1,5.971261839790462,20.595432465436527
Rafael Uribe Uribe,Casa,4,2.0,0,5.10594547390058,18.82614585206053
Usme,Casa,3,2.0,0,4.543294782270004,19.0358663830426
Kennedy,Casa,9,6.0,0,5.438079308923196,20.47480447764791
Kennedy,Casa,6,3.0,0,4.770684624465665,19.729013563602543
Kennedy,Casa,7,5.0,0,5.652489180268651,20.818576016750736
Kennedy,Casa,8,5.0,0,5.529429087511423,20.337603356134426
Kennedy,Casa,8,5.0,1,6.003887067106539,20.43558376449463
Kennedy,Casa,4,3.0,1,5.214935757608986,20.461901072812005
Santa Barbara,Apartaestudio,1,1.0,1,5.6240175061873385,20.156751307319833
Turingia,Apartamento,4,1.0,1,3.871201010907891,19.0358663830426
Kennedy,Casa,12,7.0,1,5.8805329864007,20.536936258754917
Roma,Casa,4,2.0,0,5.267858159063328,19.755681810684706
Kennedy,Casa,8,4.0,1,5.3471075307174685,19.90228528487658
San Cristobal,Casa,12,5.0,1,6.0867747269123065,20.21244021318042
San Cristobal,Casa,12,6.0,1,6.124683390894205,20.21244021318042
Kennedy,Casa,6,3.0,1,5.6240175061873385,21.282881624881835
Kennedy,Casa,10,3.0,1,5.3471075307174685,19.96824325266838
Gran Granada,Casa,12,5.0,0,3.912023005428146,20.36659089300768
Bosa,Casa,8,4.0,0,5.598421958998375,19.68762834743969
Usme,Casa,2,2.0,0,3.58351893845611,18.939474537367534
El Virrey,Local,8,5.0,1,5.6240175061873385,21.639556568820566
Chapinero,Apartamento,3,3.0,1,5.6240175061873385,20.954377557909798
Chapinero,Apartamento,3,3.0,1,5.6240175061873385,20.954377557909798
El Chicó,Apartamento,3,3.0,1,5.6240175061873385,21.080940281218226
Modelia,Casa,6,4.0,1,5.278114659230517,20.984860574634872
Chapinero,Apartamento,2,2.0,1,5.6240175061873385,20.261230377349854
Bosa,Casa,4,5.0,0,5.991464547107982,20.43558376449463
La Candelaria,Apartamento,1,2.0,1,4.1588830833596715,20.36659089300768
Chico Norte,Local,3,1.0,0,4.890349128221754,21.886416646752092
Kennedy,Local,3,1.0,0,4.276666119016055,19.879295766651882
Teusaquillo,Casa,10,4.0,0,5.940171252720432,21.401299379696308
Chico Norte Ii,Oficina,1,2.0,1,3.4011973816621555,19.3567741031227
Chapinero,Oficina,3,2.0,1,4.1588830833596715,19.742436583934683
La Candelaria,Local,3,1.0,0,5.017279836814924,21.094829393378895
Bosa,Casa,2,2.0,0,3.8918202981106265,19.06253463012476
Marly,Apartamento,1,1.5,1,5.6240175061873385,19.879295766651882
Engativa,Oficina,3,3.0,0,5.6240175061873385,20.125428836190792
San Cristobal,Apartamento,2,1.0,0,3.6375861597263857,19.450300161133523
Puente Aranda,Casa,4,4.0,1,4.787491742782046,20.560746907448635
Barrios Unidos,Local,3,2.0,0,5.6240175061873385,18.420680743952367
Barrios Unidos,Casa,4,2.0,1,5.075173815233827,20.70306312962889
Kennedy,Casa,4,2.0,0,4.68213122712422,20.72326583694641
Kennedy,Casa,3,2.0,0,4.499809670330265,19.11382792451231
Barrios Unidos,Casa,4,2.0,1,4.74493212836325,20.21244021318042
Usaquén,Apartamento,3,2.0,0,3.9512437185814275,19.33697147582652
Usaquén,Casa,2,2.0,1,5.768320995793772,21.059738073567623
Galerias,Local,3,2.0,1,5.493061443340548,20.996120865795287
Barrios Unidos,Casa,3,3.5,1,5.298317366548036,20.70306312962889
Barrancas,Oficina,3,2.0,1,4.919980925828125,20.512544805630757
Centro Internacional,Oficina,3,2.0,0,5.1298987149230735,20.71807649557515
Usaquén,Apartamento,4,5.0,1,5.521460917862246,21.413909887288238
Pasadena ,Oficina,8,6.0,1,5.583496308781699,21.76438106620534
Chapinero,Local,3,1.0,1,3.4011973816621555,19.806975105072254
Barrios Unidos,Local,3,3.0,0,5.6240175061873385,21.13291086367694
Chapinero Central,Local,3,1.0,1,5.981414211254481,21.739742580956847
Chico Norte,Oficina,30,6.0,1,5.3981627015177525,21.059738073567623
Quinta Camacho,Oficina,4,2.0,1,4.663439094112067,20.009915949068947
Ingles,Apartamento,4,2.0,0,4.553876891600541,19.806975105072254
Usaquén,Apartamento,4,5.0,0,5.075173815233827,21.193269466192145
El Chicó,Apartamento,3,4.0,1,5.817111159963204,21.639556568820566
Usaquén,Casa,3,3.0,1,5.1647859739235145,20.493852672618605
Suba,Casa,3,4.0,1,5.19295685089021,20.40855509210671
Barrios Unidos,Oficina,4,2.0,1,5.521460917862246,21.059738073567623
San Cristobal,Casa,4,6.0,1,5.6240175061873385,21.861098838767802
Ingles,Apartamento,3,2.0,0,4.248495242049359,19.450300161133523
Rafael Uribe Uribe,Apartamento,1,1.0,0,3.6888794541139363,18.921456031864853
Pasadena ,Oficina,3,2.0,1,3.091042453358316,19.162618088681743
Ingles,Apartamento,2,1.0,0,3.912023005428146,19.25358986688747
Ingles,Apartamento,2,1.5,0,3.912023005428146,19.162618088681743
Bosa,Casa,6,5.0,1,5.529429087511423,19.83166771766263
Quiroga,Apartamento,3,2.0,1,4.248495242049359,19.67344371244773
El Plan,Apartamento,3,4.0,1,5.19295685089021,20.40855509210671
Quiroga,Apartamento,2,1.0,0,3.912023005428146,19.33697147582652
El Chicó,Oficina,3,2.0,1,4.605170185988092,20.671972542558862
Suba,Local,3,1.0,1,3.258096538021482,19.275819214833014
Bosa,Casa,6,2.0,1,5.19295685089021,20.030118656386467
Barrios Unidos,Local,11,9.0,1,6.320768294250582,21.69782547694454
Kennedy,Casa,9,5.0,0,4.276666119016055,20.19563309486404
Suba,Oficina,6,6.0,1,5.8522024797744745,21.54744127991276
Las Villas,Casa,4,3.0,1,5.521460917862246,20.92702267446043
Las Villas,Casa,4,3.0,1,5.521460917862246,20.92702267446043
Santa Barbara,Oficina,5,3.0,1,5.062595033026967,21.095185192143973
Santa Fe,Local,3,1.0,0,2.5649493574615367,18.683045008419857
Chapinero,Apartamento,3,2.5,1,5.19295685089021,21.193269466192145
Usaquén,Apartamento,3,3.5,1,4.912654885736052,21.416413017506358
Usaquén,Oficina,9,5.0,1,5.634789603169249,20.985630101413904
Quinta Camacho,Oficina,3,2.0,1,5.2832037287379885,21.322102338035116
Alameda,Oficina,3,2.0,0,5.003946305945459,21.091487523823886
Los Lagartos,Oficina,20,7.0,1,5.6240175061873385,21.2240411248589
El Chicó,Apartamento,4,3.5,1,5.14166355650266,20.772056001115843
El Chicó,Apartamento,3,3.5,1,5.537334267018537,21.31105250184853
Usaquén,Apartamento,3,2.5,1,4.68213122712422,20.5001222856322
Metropolis,Local,1,2.0,0,4.110873864173311,20.487543503425343
Barrios Unidos,Apartamento,2,3.0,1,4.543294782270004,20.337603356134426
Usaquén,Apartamento,3,2.0,1,4.290459441148391,19.485391480944795
Suba,Casa,4,3.5,0,5.6240175061873385,21.678777281973847
Santa Barbara,Apartamento,2,3.0,1,4.532599493153256,20.276978734317993
Suba,Casa,4,3.0,1,5.262690188904886,20.572442947211826
Chico Reservado,Apartamento,2,2.0,1,5.093750200806762,20.670919356574203
Chapinero,Oficina,4,1.0,1,4.0943445622221,20.14344734169347
Santa Barbara,Casa,3,2.5,1,5.645446897643238,21.333031408567305
Nueva Autopista,Apartamento,4,4.0,1,4.912654885736052,20.530893944298956
Teusaquillo,Casa,5,3.5,1,5.267858159063328,20.70306312962889
El Retiro,Local,3,1.5,0,5.680172609017068,21.089990116738146
Los Rosales,Apartamento,3,4.0,1,5.049856007249537,20.718253295122867
Usaquén,Casa,4,2.5,1,5.480638923341991,21.128730945054574
Niza,Casa,4,4.0,1,6.437751649736401,21.598734574300313
Chico Navarra,Oficina,2,1.0,1,4.770684624465665,20.905587393740365
Usaquén,Apartamento,3,5.0,1,5.049856007249537,21.247994365881393
Kennedy,Apartamento,3,2.0,0,4.248495242049359,19.25358986688747
Chico Norte,Apartamento,2,2.0,1,4.59511985013459,20.17853866150474
Chico Reservado,Oficina,4,2.0,1,5.123963979403259,21.186999853178552
Metropolis,Oficina,3,2.0,0,4.624972813284271,20.65605708725296
Metropolis,Oficina,3,2.0,0,4.897839799950911,21.019659850000213
Metropolis,Local,3,2.0,0,5.517452896464707,21.95582609812426
Metropolis,Local,3,2.0,0,4.276666119016055,20.977908055319993
Metropolis,Local,3,2.0,0,4.189654742026425,20.819484694686953
El Chicó,Oficina,3,2.0,0,4.553876891600541,20.671972542558862
Ciudad Bolívar,Local,3,2.0,0,5.187385805840755,21.620169855020375
Metropolis,Local,3,2.0,0,3.970291913552122,20.60673202069046
Metropolis,Local,3,2.0,0,6.021023349349527,21.19950001594278
Metropolis,Local,3,2.0,0,5.3230099791384085,21.247994365881393
Chico Norte,Oficina,4,2.0,1,3.9889840465642745,19.768753892252057
Chico Norte Ii,Oficina,4,5.0,1,5.493061443340548,21.637153684204257
Suba,Oficina,2,4.0,0,4.189654742026425,20.125428836190792
Hayuelos,Local,3,2.0,0,4.74493212836325,21.365119723118806
Chapinero,Local,3,2.0,0,2.8903717578961645,20.720261327926114
El Chicó,Apartamento,2,2.0,1,4.31748811353631,20.47480447764791
Santa Fe,Oficina,3,2.0,0,3.6635616461296463,17.828911605519128
Alameda,Oficina,3,2.0,0,6.09807428216624,20.73193694895783
La Calleja,Apartamento,3,4.5,1,5.135798437050262,20.985630101413904
Alameda,Oficina,3,2.0,0,5.241747015059643,19.787147062253105
Usaquén,Oficina,3,2.0,1,3.912023005428146,20.125428836190792
Ciudad Bolívar,Apartamento,3,2.0,1,4.07753744390572,19.328939304129257
El Chicó,Oficina,3,3.0,0,5.135798437050262,20.905587393740365
Usaquén,Apartamento,3,2.5,1,4.74493212836325,20.560746907448635
El Chicó,Oficina,1,2.0,1,3.784189633918261,20.009915949068947
El Chicó,Apartamento,2,3.0,1,5.6240175061873385,21.148533572350754
El Chicó,Apartamento,1,1.0,1,5.6240175061873385,20.637707948584765
El Retiro,Oficina,3,1.0,1,5.6240175061873385,19.213673259482025
El Virrey,Oficina,3,3.0,1,4.941642422609304,20.70306312962889
Chico Norte,Oficina,3,2.0,1,5.6240175061873385,19.70161458941443
Gran Granada,Casa,4,3.0,1,4.248495242049359,19.6146032124248
El Chicó,Apartamento,3,4.0,1,5.6240175061873385,21.590366324629795
Usaquén,Apartamento,3,3.0,1,5.0106352940962555,21.161520767877565
El Batán,Apartamento,2,2.0,1,4.31748811353631,19.855765269241687
Chapinero Central,Apartaestudio,1,1.0,0,3.258096538021482,19.519293032620475
Villas De Granada,Casa,4,2.0,1,4.564348191467836,19.855765269241687
Puente Aranda,Apartamento,3,2.0,1,4.127134385045092,19.485391480944795
Chapinero,Local,3,2.5,1,4.624972813284271,20.351764378585802
Fontibón,Apartamento,3,2.0,1,4.382026634673881,20.009915949068947
Gran Granada,Apartamento,3,2.0,1,4.31748811353631,19.781657297087968
Engativa,Apartamento,3,1.0,0,3.912023005428146,19.44672233978564
Engativa,Casa,4,3.0,0,4.465908118654584,19.6146032124248
Santa Barbara,Oficina,3,1.5,1,5.6240175061873385,20.818576016750736
Engativa,Apartamento,2,1.0,0,3.713572066704308,19.06253463012476
Usaquén,Apartamento,3,4.0,1,5.351858133476067,21.556174959881517
Colinas De Suba,Apartamento,4,5.0,0,5.53338948872752,21.51172319731068
Cerros De Suba,Casa,3,4.0,1,5.66988092298052,20.84548346967066
Los Rosales,Apartamento,3,5.0,1,5.703782474656201,21.947041268568526
Engativa,Apartamento,3,1.0,0,4.0943445622221,19.275096072108433
Cerros De Suba,Apartamento,3,4.0,1,5.703782474656201,21.180690683985286
Chapinero,Apartamento,3,5.0,0,5.552959584921617,21.31105250184853
Usaquén,Apartamento,3,3.0,1,4.890349128221754,20.818576016750736
Alhambra,Casa,4,3.0,0,5.459585514144159,20.985630101413904
Ilarco,Casa,4,4.0,1,5.298317366548036,20.650695144111577
San Patricio,Apartamento,2,3.0,1,4.836281906951478,20.560746907448635
Suba,Casa,3,2.0,1,4.219507705176107,19.67344371244773
Suba,Casa,3,3.0,1,5.081404364984463,20.671972542558862
Usaquén,Apartamento,3,4.0,1,5.204006687076795,21.2240411248589
Kennedy,Apartamento,3,2.0,1,4.248495242049359,19.729013563602543
Kennedy,Apartamento,3,2.0,0,4.276666119016055,20.125428836190792
Ciudad Bolívar,Apartamento,2,1.0,1,3.8066624897703196,19.33697147582652
Usaquén,Apartamento,3,3.0,1,5.342334251964811,21.128730945054574
Fontibón,Apartamento,3,2.0,1,4.1588830833596715,19.3761921889798
Chapinero,Local,3,1.0,1,3.6888794541139363,19.519293032620475
Fontibón,Apartamento,3,2.5,0,4.406719247264253,20.17853866150474
Colinas De Suba,Apartamento,4,5.0,0,5.393627546352362,21.51172319731068
Usaquén,Apartamento,3,5.0,0,5.204006687076795,21.322102338035116
Suba,Apartamento,3,2.0,1,4.532599493153256,20.584693187082472
Los Rosales,Apartamento,4,6.0,1,5.560681631015528,21.65148513968584
Cerros De Suba,Apartamento,3,5.5,1,5.247024072160486,20.86302777932157
Marly,Casa,4,4.0,1,5.572154032177765,21.02337042939675
Santa Barbara,Apartamento,4,5.0,1,5.3612921657094255,21.02337042939675
Chapinero,Apartamento,3,3.0,1,5.123963979403259,20.905587393740365
Usaquén,Casa,3,3.0,1,5.598421958998375,20.560746907448635
Santa Barbara,Apartamento,2,2.0,1,4.3694478524670215,19.978825361998915
Ingles,Casa,6,4.0,0,5.886104031450156,13.864300722133706
Chapinero,Apartamento,3,3.0,1,4.9344739331306915,20.94640938826062
El Batán,Apartamento,3,4.0,1,5.170483995038151,20.71321550109291
Usaquén,Apartamento,3,4.0,1,5.241747015059643,20.905587393740365
Niza,Casa,6,7.5,1,6.12029741895095,21.128730945054574
Chico Norte Ii,Apartamento,3,3.0,1,5.225746673713202,21.094829393378895
Cedritos,Apartamento,1,2.0,1,4.02535169073515,19.92475814072864
Las Delicias,Local,3,3.0,0,5.6240175061873385,21.147493162030543
San Patricio,Apartamento,2,3.0,1,4.804021044733257,20.94640938826062
Barrios Unidos,Apartamento,1,1.0,1,4.219507705176107,19.98929666186621
Santa Barbara,Apartamento,4,4.0,1,5.153291594497779,20.752824639187956
Kennedy,Apartamento,2,1.0,0,3.784189633918261,19.348900046691796
Modelia,Casa,6,1.0,0,5.375278407684165,20.977908055319993
Normandia,Apartamento,3,2.0,1,4.499809670330265,20.05967745862801
Santa Barbara,Apartamento,3,3.0,1,4.8283137373023015,20.5001222856322
Las Aguas,Apartamento,1,1.0,1,2.9444389791664403,19.11382792451231
El Contador,Apartamento,4,3.0,1,4.927253685157205,20.169880598761626
Modelia,Apartamento,3,3.0,1,4.532599493153256,20.560746907448635
Cedritos,Casa,5,4.0,1,5.545177444479562,20.905587393740365
Engativa,Casa,4,4.0,1,5.634789603169249,20.671972542558862
Chapinero Central,Casa,5,6.0,0,6.1092475827643655,21.556174959881517
Chico Reservado,Apartamento,3,5.0,1,5.736572297479192,21.734866748624892
Americas Occidental,Casa,5,5.0,1,5.337538079701318,20.772056001115843
El Batán,Apartamento,2,2.0,1,4.31748811353631,19.92475814072864
Engativa,Casa,7,3.0,1,5.298317366548036,20.42216074416249
Suba,Apartamento,3,2.0,1,3.9889840465642745,19.92475814072864
Engativa,Local,3,2.0,0,5.6240175061873385,21.365119723118806
Niza,Local,2,1.0,0,5.6240175061873385,19.67344371244773
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,20.200704956962
Metropolis,Oficina,3,2.0,1,3.784189633918261,19.96824325266838
Metropolis,Oficina,3,2.0,1,3.4339872044851463,19.80447197485414
Metropolis,Oficina,3,2.0,0,3.7612001156935624,19.946737047447414
Metropolis,Oficina,3,2.0,0,3.7376696182833684,19.935807976915225
Metropolis,Oficina,3,2.0,0,3.784189633918261,19.98929666186621
Barrios Unidos,Oficina,3,2.0,0,3.6888794541139363,19.879295766651882
Antonio Nariño,Casa,8,4.0,1,5.707110264748875,20.337603356134426
Chapinero,Apartamento,3,3.5,1,5.429345628954441,21.015935450909232
Suba,Casa,3,4.0,0,4.948759890378168,20.94640938826062
Metropolis,Oficina,3,2.0,1,5.1298987149230735,21.33628697302707
Metropolis,Oficina,3,2.0,1,5.087596335232384,21.28402382946061
Metropolis,Oficina,3,2.0,1,5.003946305945459,21.19950001594278
Metropolis,Oficina,3,2.0,1,4.762173934797756,20.94400650364431
Metropolis,Oficina,3,2.0,1,4.852030263919617,21.041719568064945
Metropolis,Oficina,3,2.0,0,4.844187086458591,21.032220044673732
Ciudad Bolívar,Local,3,2.0,0,5.318119993844216,21.50029450148706
Ciudad Bolívar,Local,3,2.0,0,4.6443908991413725,21.087214264851642
Metropolis,Local,3,2.0,0,4.394449154672439,21.080940281218226
Metropolis,Local,3,2.0,0,4.3694478524670215,21.06116562555881
Metropolis,Local,3,2.0,0,4.3694478524670215,21.109208278565713
Metropolis,Local,3,2.0,0,4.574710978503383,20.883682558352316
Metropolis,Local,3,2.0,0,5.049856007249537,21.27772549773246
Metropolis,Local,3,2.0,0,4.983606621708336,21.262678917564315
Usaquén,Apartamento,4,3.5,1,5.703782474656201,21.678777281973847
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.05256958408901
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.08790895053432
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.066855541336487
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.276000863789612
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.327581803799742
Usaquén,Apartamento,3,3.5,1,5.337538079701318,21.12204195690378
San Patricio,Oficina,3,2.0,1,4.7535901911063645,20.716241222009447
Suba,Casa,7,5.0,0,5.521460917862246,20.985630101413904
Usaquén,Oficina,4,2.0,1,4.727387818712341,20.671972542558862
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.27657607231856
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.639556568820566
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.639556568820566
Ciudad Bolívar,Local,3,2.0,0,5.6240175061873385,21.31105250184853
Ciudad Bolívar,Local,3,2.0,0,5.2574953720277815,21.35453761378827
Puente Aranda,Casa,4,4.0,0,5.393627546352362,21.128730945054574
San Patricio,Oficina,7,2.0,1,5.5134287461649825,21.299879201250405
San Cristobal,Local,3,2.0,0,6.304448802421981,21.833477261457872
Barrios Unidos,Casa,6,6.0,0,5.840641657373398,21.118680609201075
Usaquén,Apartamento,2,2.0,1,4.890349128221754,20.292482920853956
Santa Barbara,Local,3,2.0,0,5.6240175061873385,20.958337959125895
Chapinero,Apartamento,2,5.0,1,5.480638923341991,21.416413017506358
El Chicó,Local,3,1.0,0,2.5649493574615367,19.296149481306266
Puente Aranda,Oficina,3,2.0,0,5.6240175061873385,18.327501292533203
Chapinero Central,Apartamento,3,2.0,1,4.804021044733257,20.08838756451044
Modelia,Casa,5,3.0,0,5.278114659230517,21.53419605316274
Usaquén,Apartamento,3,4.0,1,5.393627546352362,21.02337042939675
Santa Fe,Casa,4,2.0,0,6.040254711277414,21.128730945054574
Cabrero,Apartamento,2,3.0,1,5.0238805208462765,21.815189137463726
Santa Barbara,Apartamento,4,4.5,1,5.54907608489522,21.128730945054574
El Chicó,Apartamento,3,3.5,0,5.655991810819852,21.282881624881835
Usaquén,Apartamento,2,2.0,0,4.406719247264253,20.125428836190792
El Retiro,Apartamento,3,3.5,1,4.962844630259907,20.818576016750736
Engativa,Casa,3,1.0,0,5.075173815233827,20.069339369539748
Ciudad Bolívar,Local,3,2.0,0,5.75890177387728,21.416413017506358
Usaquén,Apartamento,3,3.5,1,5.351858133476067,21.253894088008582
La Calleja,Apartamento,3,3.0,1,4.804021044733257,20.560746907448635
San Patricio,Apartamento,2,3.0,1,4.8283137373023015,20.560746907448635
Puente Aranda,Apartamento,2,2.0,0,3.4965075614664802,19.275096072108433
Fontibón,Local,2,2.0,0,5.6240175061873385,21.31105250184853
Chapinero,Apartamento,3,2.5,1,5.598421958998375,21.598734574300313
Suba,Casa,8,5.0,1,5.6240175061873385,21.253894088008582
Metropolis,Local,1,2.0,0,4.912654885736052,21.322102338035116
Santa Barbara,Apartamento,3,2.5,1,4.6913478822291435,20.772056001115843
El Retiro,Apartamento,1,1.5,0,4.430816798843313,20.36659089300768
El Retiro,Local,3,1.5,1,5.6240175061873385,19.213673259482025
Pontevedra ,Casa,4,3.0,1,5.25227342804663,20.63988422800736
El Virrey,Oficina,20,4.0,1,5.6240175061873385,21.82187812561452
Engativa,Casa,11,5.0,1,5.6240175061873385,20.36659089300768
Suba,Oficina,3,3.0,0,4.700480365792417,20.40855509210671
Bosa,Apartamento,3,2.0,0,3.8501476017100584,19.275096072108433
Fontibón,Local,3,1.0,1,5.459585514144159,21.983232808473453
Chapinero,Apartamento,4,6.0,1,6.234410725718371,21.97602880544178
Usaquén,Oficina,3,2.5,1,4.59511985013459,20.169880598761626
La Calleja,Apartamento,4,3.5,1,5.3981627015177525,20.94640938826062
San Patricio,Apartamento,3,2.5,1,5.327876168789581,20.985630101413904
El Plan,Apartamento,3,2.5,1,4.9344739331306915,20.669865060219294
El Contador,Apartamento,3,2.5,1,4.867534450455582,20.572442947211826
Kennedy,Local,3,6.0,0,5.6240175061873385,21.391095209522067
Usaquén,Apartamento,1,1.0,1,5.6240175061873385,19.715407911546766
Engativa,Casa,4,3.0,0,6.19644412779452,21.391095209522067
Engativa,Casa,5,3.5,1,4.969813299576001,19.6705824801667
Usaquén,Casa,4,3.5,1,5.857933154483459,21.745716764648957
Usaquén,Oficina,2,1.0,0,3.7612001156935624,19.450300161133523
Usaquén,Apartamento,4,4.5,1,5.765191102784844,21.338451476036646
Metropolis,Local,3,2.0,0,4.110873864173311,20.74404837612894
Metropolis,Local,3,2.0,0,3.8501476017100584,20.47480447764791
Metropolis,Local,3,2.0,0,3.8066624897703196,20.5260336674167
Metropolis,Local,3,2.0,0,4.990432586778736,21.23907900222344
Metropolis,Local,3,2.0,0,5.0689042022202315,21.294810195747107
Metropolis,Local,3,2.0,0,4.060443010546419,20.602227508569356
Suba,Casa,4,3.5,1,5.459585514144159,21.02337042939675
